Establishment,Host,Neighbourhood,Latitude,Longitude,Room Type,Price,Duration,Total Reviews
Double Bed In Camden,Alex,Camden,51.53625,-0.13316,Private room,35,1,1
Huge Double Room. Close To Central London and Tube,Joseph,Lambeth,51.47273,-0.12657,Private room,30,4,60
2 Bedroom luminous flat in Dalston,Gilda,Hackney,51.55295,-0.06889,Entire home/apt,110,2,16
Large Peaceful Canalside Warehouse,Lucy,Hackney,51.53561,-0.05355,Private room,45,2,3
Upper St spacious & stylish flat,Claudia,Islington,51.54118,-0.1032,Entire home/apt,150,4,1
Central Line Shepherd's Bush Station 2mins(zone2)S,Christophe&Masami,Hammersmith and Fulham,51.50441,-0.21879,Private room,70,1,9
Delightful & spacious East LDN Room,Anthony,Hackney,51.54771,-0.04334,Private room,24,1,1
Quiet Study Bedroom  London Zone 1,Ali+Jac,Islington,51.53056,-0.11135,Private room,51,30,14
Spacious Double Room in Twickenham,Monica,Richmond upon Thames,51.44549,-0.33766,Private room,58,1,183
Ideal for couples: Islington flat,Loreley,Islington,51.53884,-0.09068,Entire home/apt,65,1,2
Room in a Haggerston Flatshare,Martin,Hackney,51.54047,-0.07784,Private room,200,14,0
Chambre charmante et confortable,Matthieu,Haringey,51.5811,-0.06847,Private room,30,1,0
Artistic flat with stunning views,Niya,Islington,51.5387,-0.08706,Entire home/apt,120,14,36
Double bedroom in modern apartment,Joao,Hackney,51.53894,-0.08329,Private room,42,2,25
"Clean & cosy, excellent transport, close to River!",István,Lambeth,51.48748,-0.11925,Private room,36,3,20
Room with own shower room & kitchen,DavidandYvette,Brent,51.56417,-0.27597,Private room,40,2,53
Central Flat in Westminster London,Daniel,Westminster,51.49307,-0.13223,Entire home/apt,114,1,144
"Bright, modern home quick into London",Ben,Bromley,51.41053,0.0416,Entire home/apt,90,2,2
"Beautiful cosy room,near towncenter",Laura,Hackney,51.55455,-0.08195,Private room,28,1,0
"Beautiful one bed flat: Clapton, E5",Holly,Hackney,51.5678,-0.0557,Entire home/apt,81,3,13
Big bright room with own ensuite,Aida,Islington,51.55418,-0.10179,Private room,55,2,0
Spacious and child friendly bedroom for up to 3,Joao,Southwark,51.48996,-0.05353,Private room,100,1,0
Quiet Kentish Town double room,Suzanne,Camden,51.5501,-0.13604,Private room,50,2,27
Luxury room.15 minutes by train to central London.,Melinda And Tony,Croydon,51.41399,-0.11224,Private room,45,2,3
"Clean, Bright, Dbl room in Kilburn",Kelsey,Camden,51.53884,-0.18812,Private room,38,1,0
Basic 2 Bedroom Flat - Broadway Mkt,Nick,Hackney,51.53703,-0.06098,Entire home/apt,75,1,15
"Room @kings cross, private bathroom",Luis And Iona,Islington,51.52656,-0.11281,Private room,240,1,213
Generous 4 bedroom family home - 20 mins to KingsX,Nancy,Enfield,51.60857,-0.11963,Entire home/apt,100,10,4
GuestReady - Self-Contained Luxury EnSuite Room w/Balcony,GuestReady,City of London,51.51043,-0.09511,Private room,70,2,159
Large Studio in South Hampstead,Hideki,Camden,51.5426,-0.1815,Entire home/apt,43,1,1
Light airy double loft room newly decorated ensuit,Katharine,Brent,51.53571,-0.22789,Private room,45,2,7
Nice double bedroom in Brixton,Rebecca,Lambeth,51.44333,-0.12778,Private room,37,2,1
Lovely one bedroom flat with garden,Danielle,Camden,51.54937,-0.20064,Entire home/apt,100,1,0
Small single bedroom,Michael,Merton,51.40544,-0.20928,Private room,17,1,185
Very large flat with Garden,Zack,Camden,51.5442,-0.17465,Entire home/apt,95,12,7
BRIGHT STYLISH GARDEN FLAT NW10,Doe,Brent,51.53476,-0.23402,Private room,42,2,3
Cosy double room in a great area.,Karina,Tower Hamlets,51.53434,-0.05248,Private room,60,16,17
Beautifully Presented 3 Bed Home!,Jonathan,Camden,51.54878,-0.14536,Entire home/apt,89,1,13
Stunning 3Bed Flat Central London,Jenny,Westminster,51.48686,-0.14365,Entire home/apt,250,4,2
"Stylish flat -Paddington, Warwick Av,Notting Hill",Leo,Westminster,51.52527,-0.19543,Entire home/apt,95,2,1
Swiss cottage 公寓,Francesca,Camden,51.54501,-0.17658,Entire home/apt,40,1,0
Huge room in beautiful house,Nicholas,Islington,51.54203,-0.10687,Private room,55,1,0
Studio Acton London,Michael,Ealing,51.51624,-0.26008,Entire home/apt,75,2,39
"Central, charming, spacious, quiet, 1 Bed in W12",Flandina,Hammersmith and Fulham,51.50489,-0.22695,Entire home/apt,50,5,2
PRIVATE / ENTIRE PLACE / Studio / Room in W1,Peter & Maria,Camden,51.52375,-0.14121,Private room,59,3,164
Family home - warm and welcoming,Lisa,Newham,51.54606,0.00011,Entire home/apt,140,2,4
Modern apartment Kings Cross,Debra,Camden,51.53964,-0.12469,Entire home/apt,110,3,55
Pimlico Modern/bright/chic/central,Sara & Amir,Westminster,51.4885,-0.13686,Entire home/apt,111,1,180
Short stagger to stadium + parking,Esther,Richmond upon Thames,51.45503,-0.36329,Entire home/apt,150,7,0
Lovely & spacious one bedroom flat,Winnie,Lambeth,51.43541,-0.12722,Private room,50,7,17
"Large room w double bed, Old Street",Imri,Islington,51.52883,-0.10021,Private room,35,2,2
10min walk to HQ (nice pub on way!),Shelley,Richmond upon Thames,51.45649,-0.35541,Entire home/apt,300,1,2
Lovely double room in Kensal Rise,Nicole,Brent,51.53448,-0.23083,Private room,45,1,0
"Clean bright flat - 2 rooms, sleeps 4",Evelina,Islington,51.53387,-0.12022,Entire home/apt,50,7,4
Private Maisonette on quiet Cul-de-sac,Paula&Steve,Richmond upon Thames,51.45047,-0.33798,Entire home/apt,70,4,7
Double Room in Quirky School,Kezia,Hackney,51.55633,-0.05939,Private room,36,1,1
Modern and Comfortable Flat in Wandsworth,Jonathan,Wandsworth,51.45647,-0.19861,Entire home/apt,69,3,17
Double in trendy East LDN warehouse,Thom,Hackney,51.5594,-0.07575,Private room,28,1,1
Bright airy room near centre,Daniele,Southwark,51.49552,-0.10283,Private room,50,1,2
Private room with own bathroom,Marceltson,Richmond upon Thames,51.45831,-0.29448,Private room,55,2,0
Double room in quiet street on brixton hill,Rose,Lambeth,51.45075,-0.1243,Private room,34,3,0
Friendly Couch Surf in the City,Keya,Camden,51.53048,-0.13358,Shared room,53,1,87
Cosy flat ideal for Rugby World Cup,Veronika & Michal,Richmond upon Thames,51.45127,-0.33951,Entire home/apt,150,1,1
Lovely 1 bed apartment in Brixton,Ana,Lambeth,51.46259,-0.11007,Entire home/apt,120,3,11
STYLISH SPACIOUS GARDEN TUBE 5 MINS,Kathryn,Wandsworth,51.4379,-0.16693,Entire home/apt,75,7,9
Beautiful Bayswater penthouse flat,Charlie,Westminster,51.51534,-0.18185,Entire home/apt,270,2,55
Double bedroom in cool warehouse,Fatima,Haringey,51.57678,-0.0875,Private room,100,1,0
1 bed flat - 2 min from Kings Cross/Saint  Pancras,Rama & Alioune,Islington,51.53273,-0.12074,Entire home/apt,89,4,5
Affordable new 1bedflat Kensal Rise,Ella,Brent,51.53641,-0.21955,Entire home/apt,90,2,11
Zone 1 London - Pretty Pimlico,Lucia,Westminster,51.48872,-0.13622,Entire home/apt,79,3,2
Sweet & spacious room East London,Linn,Tower Hamlets,51.53021,-0.06461,Private room,40,1,2
1 bedroom apartment with balcony,Ieva,Tower Hamlets,51.49891,-0.02115,Entire home/apt,76,5,4
"Lovely Quiet Flat, Leytonstone E11.",Peter,Waltham Forest,51.56012,-0.00104,Private room,39,1,58
"Quiet, private accommodation",Shirley,Ealing,51.51813,-0.3108,Private room,50,1,27
Beautifully Renovated London flat,Anna,Tower Hamlets,51.5164,-0.05721,Entire home/apt,80,2,77
"1 Bed, London, Kensington & Chelsea",Shahram,Hammersmith and Fulham,51.50185,-0.2163,Entire home/apt,111,2,54
"Clean studio flat, with balcony near Deptford",Bruno,Lewisham,51.48345,-0.03249,Entire home/apt,39,4,7
1950s Flat Next to Victoria Park,Briar,Hackney,51.54047,-0.04966,Entire home/apt,68,2,1
"Lovely room minutes to Selfridges,Paddington",Francesca,Westminster,51.51369,-0.18451,Private room,82,1,54
3/4 bedroom house  in Isleworth,Alison,Hounslow,51.46558,-0.34124,Entire home/apt,280,2,0
Bright and spacious 2 bed apartment,Jessam,Hackney,51.5436,-0.07523,Entire home/apt,135,2,4
2 double bedroom refurnished flat,Daniel,Kensington and Chelsea,51.51446,-0.20861,Entire home/apt,150,1,0
Bright Double Bedroom in Modern Flat in Shoreditch,Farah,Hackney,51.53163,-0.0892,Private room,80,1,92
Bright & airy Canary Wharf loft,David & Leighann,Tower Hamlets,51.51107,-0.0257,Entire home/apt,124,3,26
RWC 2015 - 1 bed top floor flat!,Selina,Hounslow,51.477,-0.32324,Entire home/apt,80,1,0
Amazing penthouse apartment,Adam & Kitty,Hammersmith and Fulham,51.49065,-0.20663,Entire home/apt,160,4,0
"A basic room in a flat, Shoreditch",Jill,Tower Hamlets,51.52623,-0.0759,Private room,20,5,0
Bargain stay for 3 people,Sarah,Lewisham,51.4423,-0.01712,Private room,65,1,1
Lovely Big Double Bedroom,Amy,Hammersmith and Fulham,51.47598,-0.20575,Private room,55,1,0
Spacious Redecorated Double Bedroom in  Kensington,Fabiano,Kensington and Chelsea,51.5,-0.21194,Private room,43,1,79
Large 1 Bedroom Flat near Bond St.,Hany,Westminster,51.51797,-0.15274,Entire home/apt,204,3,0
"Stylish 4 bed home, walk to City sights, zone 1",Flora,Islington,51.5248,-0.09301,Entire home/apt,129,2,23
Stoke Newington Large Maisonette,Niklas,Hackney,51.5602,-0.0692,Entire home/apt,150,4,0
Luxury 3 Bed Flat North London,Oli,Camden,51.54478,-0.18151,Entire home/apt,231,4,1
FANTASTIC 'BRIDGE THE TIME' DESIGN RELAX WORK HOME,Dirk And Sheila,Westminster,51.51492,-0.1348,Entire home/apt,460,3,58
Double room in central London!,Sandra,Camden,51.52704,-0.12379,Private room,65,1,4
2 bed house with garden & BBQ,Nichole,Richmond upon Thames,51.44677,-0.34264,Entire home/apt,250,4,0
"Modern 2-Bed Duplex w/ Garden, Kings Cross",David,Islington,51.53034,-0.11452,Entire home/apt,250,2,36
Luxury Shoreditch Flat 4 Sleeper,Hilmi,Tower Hamlets,51.51817,-0.07231,Entire home/apt,220,89,4
Modern and bright Huge Double room,Abraham,Lambeth,51.44616,-0.11361,Private room,17,6,13
Super Modern Apartment in Top Central London,Gustavo,Westminster,51.52181,-0.18752,Entire home/apt,145,4,32
Elegant Luxury suite,Lucy,Richmond upon Thames,51.40513,-0.34184,Entire home/apt,249,3,1
Stunning luxury suite apartment.,Lucy,Richmond upon Thames,51.40691,-0.34026,Entire home/apt,260,3,4
Stunning luxury family suite apartment,Lucy,Richmond upon Thames,51.40694,-0.34039,Entire home/apt,300,3,0
Romantic & Cool London Get away. Close to centre,Laura,Lambeth,51.4167,-0.12406,Entire home/apt,105,3,20
Modern luxury two bedroom suite apartment,Lucy,Richmond upon Thames,51.40698,-0.34026,Entire home/apt,320,3,3
1 Bedroom basement flat with patio,Uta,Hackney,51.53887,-0.04595,Entire home/apt,90,2,48
Light & Spacious 1-bedroom flat,Carlotta,Kensington and Chelsea,51.48534,-0.18711,Entire home/apt,100,1,4
1 private room in a Shared House,Sherwin,Redbridge,51.55952,0.07972,Shared room,15,1,18
Twickenham World Cup Accommodation,James,Richmond upon Thames,51.44234,-0.34347,Entire home/apt,60,5,0
Central double bedroom/insane view,Anthony,Tower Hamlets,51.51587,-0.07391,Private room,50,1,0
"Spacious double room Central London, Vauxhall",Mirwais,Lambeth,51.48771,-0.11685,Private room,39,4,77
Stylish 1 bedroom house,Errol,Lewisham,51.42593,-0.04762,Entire home/apt,60,1,11
1 Bedroom Modern Flat Canary Wharf,Krystle,Tower Hamlets,51.49949,-0.02666,Entire home/apt,93,14,0
Cozy flat in Islington next to tube,Timo,Islington,51.54556,-0.09976,Entire home/apt,79,1,2
Beautiful Flat in Central London: Marylebone,Marie-Charlotte,Westminster,51.51688,-0.16429,Entire home/apt,115,2,13
Big double room in gorgeous SW16 house with garden,Micky,Lambeth,51.43042,-0.13145,Private room,26,2,2
Stunning Entire London Flat,Dejan,Barnet,51.61589,-0.17709,Entire home/apt,109,5,1
"Mews house, Private parking.",Emma,Westminster,51.49569,-0.1506,Entire home/apt,575,3,70
"Lovely modern flat, minutes from Tower Bridge",Kyriakos,Southwark,51.49577,-0.07215,Entire home/apt,83,5,0
"4 bed, Large flat, Clapham North",Josh,Lambeth,51.46791,-0.12203,Entire home/apt,150,3,0
central london near Great~Portland,Les,Camden,51.52615,-0.14508,Entire home/apt,110,2,16
Victorian cottage in Richmond,Steve,Richmond upon Thames,51.46428,-0.29652,Entire home/apt,120,6,18
Double bedroom with own bathroom Muswell Hill,Marc,Barnet,51.60153,-0.14864,Shared room,42,2,4
Double room,Omotade,Redbridge,51.57072,0.0816,Private room,25,3,9
A Home Between Town & Country,Donna,Bromley,51.37153,0.09026,Private room,40,1,71
Lovely double bedroom,Marie,Redbridge,51.59093,0.03076,Private room,40,4,0
Single Cosy Room,Omotade,Redbridge,51.56964,0.07903,Private room,19,3,32
Huge Bedroom in a house with garden,Samir,Tower Hamlets,51.51762,-0.05585,Private room,40,1,2
Big double room with large bed,P.,Tower Hamlets,51.52127,-0.04179,Private room,30,1,2
Spacious Kensington & Chelsea Apt for 5 with lift,Jasmine,Kensington and Chelsea,51.49457,-0.16801,Entire home/apt,141,2,35
Large House in Safe Area,Caroline,Barnet,51.56544,-0.19534,Private room,28,28,0
Spacious and modern flat in the heart of Putney,Ceylan,Wandsworth,51.46408,-0.2286,Entire home/apt,130,5,25
Single Room in modern home,Donna,Bromley,51.37301,0.09158,Private room,35,1,31
"Spacious, Sunny Modern Flat",Andrea,Camden,51.55511,-0.13732,Entire home/apt,100,3,0
Gorgeous huge flat in Primrose Hill.Must like cats,Sara,Camden,51.53753,-0.14751,Entire home/apt,120,2,5
Charming Victorian Apartment in Super Location,Georgina,Wandsworth,51.46759,-0.16219,Entire home/apt,75,2,0
Big newly fitted 1 bedroom flat,Jack,Hackney,51.56424,-0.07189,Entire home/apt,60,5,6
Lovely Large Bedroom w/Ensuite Bathroom Wandsworth,Max,Wandsworth,51.45634,-0.19898,Private room,61,2,103
New One-Bedroom Apartment,Bemi,Brent,51.57363,-0.28517,Entire home/apt,85,3,23
Double bedroom in Ealing London W5,Margaret,Ealing,51.51291,-0.31019,Private room,60,2,82
Double room with a Shared bathroom,Guest House,Barnet,51.63776,-0.17327,Private room,54,1,1
"Light, Stylish Flat with High-End Accents in Hip Shoreditch",Jonathan,Hackney,51.52422,-0.07881,Entire home/apt,450,2,30
Cosy & Charming Flat Islington/Angel Zone 1,Rachel,Islington,51.54476,-0.08851,Entire home/apt,150,2,0
Cozy double room near Brixton,Christabel,Lambeth,51.46936,-0.10445,Private room,49,2,17
Tranquil room overlooking garden in artist's home,Sue,Southwark,51.46061,-0.07904,Private room,40,2,56
Spacious flat in Clapham Junction.,Karen,Wandsworth,51.46038,-0.17073,Entire home/apt,100,2,3
Cosy garden flat in Hackney,Siobhan,Hackney,51.54534,-0.04963,Entire home/apt,80,2,51
En-suite Room with Double Bed,Lars,Lewisham,51.47463,-0.03004,Private room,40,1,0
River Thames  View Apartment,Carlos & Tina,Lambeth,51.48581,-0.12496,Entire home/apt,208,3,114
Family home for Rugby World Cup,Kevin,Richmond upon Thames,51.45606,-0.36232,Entire home/apt,500,2,0
Modern 2 Bed Flat Central Brixton,James,Lambeth,51.46209,-0.115,Entire home/apt,80,2,4
Large Modern Studio Belsize Park,Piers,Camden,51.54833,-0.16614,Entire home/apt,88,3,83
Holloway,Eddy,Islington,51.55648,-0.11634,Private room,45,1,1
Double room in Shoreditch,Matthew,Hackney,51.52729,-0.0871,Private room,60,2,0
"1 Bedroom Flat Hackney cozy, scenic",Nicholas,Hackney,51.54783,-0.04766,Entire home/apt,75,3,6
Cosy+modern 1 bed near Broadway,Michael,Hackney,51.5361,-0.06501,Entire home/apt,75,4,1
Modern Flat off Clapham High Street,Patrick,Lambeth,51.46215,-0.13295,Entire home/apt,42,3,0
Covent Garden & Soho - Modern - Private Apartment,David,Westminster,51.51321,-0.13179,Entire home/apt,130,1,171
"Lovely Extra Large Double Room, Good Transport",Dee,Lewisham,51.44239,-0.03126,Private room,43,3,0
Gorgeous Greenwich Family Home on Victorian Street,Elaine,Greenwich,51.48384,0.00961,Entire home/apt,229,7,3
"Charming Flat, Leafy Street",Maria,Islington,51.56587,-0.11262,Entire home/apt,80,2,8
Great Studio Finchley Road,Liat,Camden,51.55077,-0.1818,Entire home/apt,50,1,0
Modern flat nr. Wimbledon Tennis!,Diego,Wandsworth,51.45888,-0.21271,Entire home/apt,110,2,83
"Clapham North, 1 bedroom",Ross,Lambeth,51.46444,-0.12475,Private room,50,1,0
Victorian house in Twickenham,Si,Richmond upon Thames,51.44499,-0.35286,Entire home/apt,350,5,0
London Newly Refurbished Apartment,Samuel,Lewisham,51.44729,0.00181,Shared room,30,1,0
Cosy and modern 2 bed garden flat in Kilburn,Edward,Brent,51.54087,-0.20003,Entire home/apt,85,2,8
Designer open-plan flat opposite the park,Kirti,Ealing,51.50569,-0.25606,Entire home/apt,85,5,4
Beautiful Edwardian House,Bill,Croydon,51.35132,-0.09273,Private room,45,1,14
Cute colorful home. 10 minutes to London Bridge.,Karmel,Lewisham,51.47672,-0.04133,Entire home/apt,72,2,0
"Lovely Double Bedroom, SE London. Good transport.",Dee,Lewisham,51.44375,-0.03334,Private room,36,1,1
Double room close to Kings cross 5,Luis And Iona,Camden,51.52642,-0.11431,Private room,190,1,172
Amazing Victoria era flat,O,Tower Hamlets,51.53216,-0.06177,Entire home/apt,5000,1124,22
Victoria Park 3 storey whole house,Jonathan,Tower Hamlets,51.53134,-0.03847,Private room,125,1,1
Perfect Shoreditch 2 bed 6 Sleeper,Hilmi,Tower Hamlets,51.51808,-0.06899,Entire home/apt,220,89,9
Large Master Bedroom in Westminster,Enrico,Westminster,51.52436,-0.16558,Private room,61,8,359
Beautiful Narrow Boat in London,James,Hackney,51.53761,-0.07822,Entire home/apt,95,1,12
Poets Corner Retreat,Amy,Ealing,51.51473,-0.33322,Private room,57,1,0
"Hackney Central East London quiet, double bedroom.",Angus Brown And Nelly,Hackney,51.54502,-0.05741,Private room,45,2,45
"Hampton Court Palace,Apartment, Riverside.",Wendy,Richmond upon Thames,51.40639,-0.34193,Entire home/apt,90,5,12
"Clean bright flat, 2 rooms-sleeps 4",Evelina,Islington,51.53432,-0.12043,Entire home/apt,109,1,41
"Hackney Central, Garden Room.",Angus Brown And Nelly,Hackney,51.54505,-0.05546,Private room,55,2,3
Large Room in Shoreditch East Ldn,Jacques,Tower Hamlets,51.51898,-0.06869,Private room,40,1,0
Double bedroom,David,Tower Hamlets,51.52382,-0.05289,Private room,34,1,0
Cool Apartment in Great City - for nice guests!,Steve,Southwark,51.48256,-0.09264,Entire home/apt,139,3,30
Two modern rooms at Euston station,Peipei,Camden,51.53103,-0.13913,Private room,59,18,0
Fabulous double room,Paul,Richmond upon Thames,51.45404,-0.32608,Private room,145,2,0
"Cozy, 2 bed flat 10 minutes walk to London Bridge",Lisa,Southwark,51.50104,-0.09384,Entire home/apt,152,3,354
2 bed/2 balcony - Islington,Nancy,Islington,51.55592,-0.10643,Entire home/apt,110,2,146
Double bedroom in Earl's Court,Ziyi,Kensington and Chelsea,51.48813,-0.19073,Private room,27,14,0
British flavor 2 bedroom house,Pol,Lambeth,51.46195,-0.12212,Entire home/apt,70,1,1
"Cosy, quiet and peaceful.",Joy,Southwark,51.47811,-0.08209,Private room,47,2,6
